Name,Comment,Time,Likes,Reply Count
Semanis Kata,Kok kayak Avanza ya,2022-11-22T14:12:55Z,0,0
Erdi Sam Schmitzer,Tetap innova diesel dihati..,2022-11-22T14:10:55Z,1,0
anto ajrin,Apakah celengan saya bakal ambrol?<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>tentu tidak....karena tidak akan cukup uang saya....😅,2022-11-22T14:10:45Z,0,0
Sultan nizer,Kalau saya sih lebih suka inova reborn<br>Tapi ya selera masing&quot;😊,2022-11-22T14:05:58Z,1,0
Syar'i Tailor,Saya fokusnya konsumsi bahan bakarnya<br><br>1: 20,2022-11-22T14:03:14Z,0,0
dye 80project,"Rata rata desain.. Berkiblat Ke Mazda.. Luar biasa, revolusioner.. Zoom Zoom..",2022-11-22T14:01:45Z,1,0
Bali Sea Fishing,"Terima Kasih Wuling , <br>Toyota akhirnya mulai berbenah",2022-11-22T14:00:45Z,0,0
Rizky suci ziyyan bita,Kaya all new ertiga,2022-11-22T14:00:43Z,0,0
Susanto Agus Wijaya,"<a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=12m13s"">12:13</a> orang yang di belakang Om Fitra mau tutup sunroof manual pake tangan😂😂",2022-11-22T14:00:38Z,5,0
rama kusuma,Ya gw yg beli innova reborn 2021 diesel cuma bisa senyam senyum. Iri liat feturenya doang😂 emang ngeselin toyota🤣,2022-11-22T14:00:04Z,0,0
Ardiansyah Putra,Penasaran seenak apa bawa jalan ni Innova Zenix. 😁,2022-11-22T13:58:51Z,1,0
Sekilas Dunia,"Yg reborn aja belum ada dirumah, sudah keluar aja tipe baru..wkwkwk",2022-11-22T13:56:43Z,0,0
erlank present,"Ini keren sumpah <br><br><a href=""https://youtu.be/8I6reNRhzUM"">https://youtu.be/8I6reNRhzUM</a>",2022-11-22T13:55:24Z,0,0
Wildan Fahmi,Om kena ganjil genap ngga si om?,2022-11-22T13:55:07Z,0,1
Agus Suwand,"Movie Red One Piece,, <a href=""https://youtu.be/DeBlG8V46hI"">https://youtu.be/DeBlG8V46hI</a>",2022-11-22T13:53:13Z,0,0
uhasr droid,Nungguin esemka zenix...,2022-11-22T13:49:40Z,0,0
"Selçuk Bayraktar
,PhD",Ban depan jadi keliatan kecil banget... kenapa dibuat gedhe banget fender depan,2022-11-22T13:49:21Z,0,1
hendrikus classolalia,Mirip ertiga,2022-11-22T13:47:11Z,0,0
Ihsan Kamil,Syang sekali lampu belakang nya ko kya Xpander <br>Cuma inova gak ada lis ke atasnya,2022-11-22T13:46:21Z,0,0
toni kukuh W,all new kijang incova sudah tidak bisa ngebul cumi cumi seperti pendahulunya.Tapi jauh lebih keker yang all new,2022-11-22T13:46:00Z,0,0
Christian Kurnia,"Sayang sekali penggerak jadi depan, pabrikan kejar budget, imbas inflasi.",2022-11-22T13:45:30Z,0,0
Hamid Yahdie,Dicari innova Reborn manual diesel sebanyak mungkin yang ada bisa email saya,2022-11-22T13:44:04Z,0,0
Rian Prayoga,Entah mengapa walau zenix udah launching  tapi tetep idaman venturernya wkwkw,2022-11-22T13:43:35Z,2,0
alexo jak,Kijang bensin tetep aja boros,2022-11-22T13:42:37Z,0,0
Ladies Man85,"Nanti klo sudah beli jgn daftar my pertamina ya, malu mobil mahal ikut minta BBM bersubsidi 😅",2022-11-22T13:41:41Z,0,0
faroverland,❤️,2022-11-22T13:39:45Z,0,0
Klimantaka Djppi,"Udah nyampe generasi 7 , satu inova pun blum terbeli...",2022-11-22T13:36:31Z,0,0
Yanto Lewen,Toyota Innova sdh insaf dari miskin fitur... takut kalah saing dari wuling... coba dari dulu begitu,2022-11-22T13:35:14Z,0,0
Gegez Official,"cocok , irit dan mntap",2022-11-22T13:34:05Z,0,0
Anugrah wanita,Keren..👏👏👏,2022-11-22T13:31:26Z,0,0
Dhe Woto,Ah jelek bentuknya 😂,2022-11-22T13:30:01Z,0,0
Joni Joni,Lexus berganti jenis kelamin,2022-11-22T13:27:40Z,0,0
Cakrul_89,Luar biasa inova keluaran Neww dengan interiornya yang sangat keren.,2022-11-22T13:23:42Z,2,0
Arv,"woi masuk jalur sepeda tuh menit <a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=14m59s"">14:59</a> !!!",2022-11-22T13:22:14Z,0,0
anbanasable,"Om fitra ke manager produksi : &quot;SON, TINNGGI NYA BERAPA SON??&quot;...Anjayyy..kaga ada sopan sopanyaaa...bilang PAKKKKK kekk biar profesional..🤣🤣🤣",2022-11-22T13:21:32Z,1,0
Oki Taufik,"yaaahhh narik depaaannn ,, ogaahh !!",2022-11-22T13:20:32Z,0,0
Untung Tunggaljaya,Mobil Hybrid lebih reasonable dipasarkan massive di Indonesia. Karena tidak menunggu stasiun pengisian power Electric besar-besaran.,2022-11-22T13:20:06Z,0,0
Lamtama Trio Production,"Wowwwwww,,, keren ini mobil Innova Zenixnya. Cuman harganya lumayan mahal",2022-11-22T13:19:00Z,1,0
M. Arief Wicaksono,Berarti abis ini fortuner hybrid ya om?,2022-11-22T13:17:44Z,0,0
Dee-nund,sdh tdk rwd..jd bner2 mpv yg nyaman..,2022-11-22T13:17:16Z,0,0
pemuda penyejuk,"<a href=""https://youtube.com/shorts/GTZ0M42VD8U?feature=share"">https://youtube.com/shorts/GTZ0M42VD8U?feature=share</a>",2022-11-22T13:15:04Z,0,0
Rasyid Maulana,Makin keren saja Toyota👍,2022-11-22T13:14:32Z,2,0
vu adi,Kenapa pakai stoplamp rush,2022-11-22T13:13:13Z,0,0
MZNAR TV (penjelajah masjid & musholla) Aamiin😊😊,Jangan Lupa  mampir ke pulau pitcairn jika ada ongkos nya silahkan kunjungi pitcairn island cek youtube pitcairn island &amp; walikota pitcairn island bagi bagi tanah gratis untuk setiap calon warga  pendatang yang mau mukim disana... Mari datangi pitcairn island. Ditunggu turis asal indonesia menginjakkan kaki di pitcairn island.❤❤❤,2022-11-22T13:11:27Z,1,0
autoMaritza channel,Ulasan yg sangat detail dg tenggat waktu yg tdk lama setelah launching resminya..  top markotop buat team nya.. ▶️,2022-11-22T13:09:50Z,4,0
Watashi,Good,2022-11-22T13:08:27Z,1,0
Untung Tunggaljaya,Kijang. Oh engkau semakin tidak terjangkau. Dulu mobil rakyat sekarang mobil aristokrat dan birokrat.,2022-11-22T13:08:18Z,0,0
Piko,sekarang tyt banyak berubah.......terimakasih wulling 😁,2022-11-22T13:05:20Z,0,0
Sky City,land cruiser 300 yang mini ini wkwkwk,2022-11-22T13:02:46Z,0,0
Rere Maude,Mobil dinas siap2 ganti massal 😂,2022-11-22T13:01:04Z,0,0
Hartono Wage,"Almax hybrid lewat.. Seharusnya wuling masukan model bentuk baru yg bukan almaz. Jgn meniru honda, Brio, mobilio, brv.  Toyota mulai mengamuk, konsumer yg diuntungkan",2022-11-22T12:58:18Z,0,0
inisiapaya,makin mahal harga mobil bekas innova generasi ke 6,2022-11-22T12:56:13Z,0,0
Fiter Kurniawan,"Masih sepit dalamnya, masih bagus Hyundai Palisade",2022-11-22T12:54:50Z,1,0
M IQBAL MUNTAZAR,Jujur gw mau bilan exterior rbeor masih oke.. Andai exterior reborn.. Dan interior zenix.. Pasti laris manis,2022-11-22T12:51:51Z,0,0
Aditya putra,Keren coy 🤔👍,2022-11-22T12:49:21Z,0,0
Asril Aji,Mirip xpander,2022-11-22T12:48:43Z,0,0
Tips Bayu 🇮🇩,"Nama&quot;KIJANG&quot;sangat legend dalam dunia otomotif Indonesia...😀tak terlupakan pernah punya kijang Doyok,pertama disitulah saya belajar&amp;bisa nyupir mobil🙏sukses unt Inova zenix👍",2022-11-22T12:46:09Z,3,0
Mohammad. Fikri Alfiansyah,Kijang ini apakah akan ada yg pasang strobo lagi 😆🤔,2022-11-22T12:42:00Z,0,0
Jullyan 04,Kalo penggerak roda depan kuat nanjak ga bro,2022-11-22T12:41:55Z,0,0
FAMILY CERIA,"Allohumasalli ala muhammad ,smg bs kesampean bs ke beli innova zenix",2022-11-22T12:41:06Z,0,0
Difan chanel,Ga bisa masuk gang.. ga kayak granmax..,2022-11-22T12:39:21Z,0,0
Nirwan Tong,"Om tny donk.. untuk kursi baris ke 2 tipe Q (captain seat), apakah bisa dilipat? Berapa kapasitas maximal bagasia innova zenix Q? Trims kasih",2022-11-22T12:38:31Z,0,0
A AGUNG N P channel,Uang hanya sanggup beli agya 😢,2022-11-22T12:35:32Z,0,0
GUN SHOP SNIPER ELITE,Bagiku kijang itu nonor 1 dan 3.....? Tahu  kenapa kijang itu nomor 1 dan 3...?<br>Karena 1 dan 3 itu &quot;TIDAK ADA DUANYA&quot;...🤑🤑,2022-11-22T12:32:45Z,0,0
Hendro Prihantoko,Quis: kijang itu ternyata singkatan kira2 apa ya?,2022-11-22T12:32:16Z,0,0
Hendrik Widjaya,Cakep ni kijang. Ganti ah yg skrg 😊,2022-11-22T12:31:55Z,0,0
Dimirtri Renard Junio,test,2022-11-22T12:31:14Z,0,0
Coffee,Kijang seharga 600 juta? Is it worth the price guys? Tell me,2022-11-22T12:30:57Z,0,0
Abiie Dimeglio,"Akhir nya pabrikan Jepang ini baru mikir, karena dulu Toyota pelit fitur, harga mahal, setelah Wuling muncul dengan harga murah tapi banyak fitur nya🤭",2022-11-22T12:28:26Z,0,2
Taufiq Darmawan,Mestinya innova fazzio 😄,2022-11-22T12:25:58Z,0,0
Samardi Ericson Aruan,"Baru satu tahun beli Mobil Innova Reborn Facelift Disel, skrg sdh muncul lg yg baru. Hadeh",2022-11-22T12:24:19Z,0,0
Syahru activities,bisa2 msuk deretan seharga fortuner,2022-11-22T12:23:34Z,0,0
Suhadi,"Ya allah baru makai innova barong 2.O G thn 2014 setahun yg lalu,udah kelewat model innova reborn sekarang udh rilis lg innova zenix..tp punya innova barong saja sdh alhamdulillah doakan y kawan kawan tahun depan bs kebeli innova zenix amiin",2022-11-22T12:23:16Z,0,0
Januar Antonius,"Oom, kita tunggu Innova electric aja. Udah semestinya 7-8 tahun ngumpulin duit buat beli batere, fair kan. Kalau hybrid kan mesti perawatan combustion engine : service, ganti oli, ganti s parts dsb spt mobil biasa kan. Nanti udah 7-8 tahun beli batere juga kan. Nah double cost dong. Mohon pencerahan nya Oom",2022-11-22T12:17:49Z,0,0
Tri Nurhadi,Priksa mata dulu rata dr mana si,2022-11-22T12:16:54Z,0,0
kunci inggris,"Inova reborn aja belum kebeli, ini udah ada lagi inova zenic🥺😅",2022-11-22T12:16:14Z,0,0
Arie Darma,Bempernya kaya senyum Joker 🤡😅,2022-11-22T12:15:51Z,0,0
Ade Afriandani,"Belakang kayak nisan grand livina, depan kayak avanza xenia.... 😂😂<br>Untung pakai hybrid...",2022-11-22T12:11:01Z,0,0
iyan pool,Mantap,2022-11-22T12:10:51Z,0,0
ANAK KOST,harga nya ngeri..nyentuh fortuner pajero..,2022-11-22T12:07:17Z,0,0
Martinus Afriano,Thankyou wuling akhirnya merk ini sadar juga,2022-11-22T12:06:50Z,0,0
rds andik,Seperti rush,2022-11-22T12:06:19Z,0,0
LixGaming,Yahhhh FWD :/,2022-11-22T12:03:56Z,0,0
dino arnaz nur,Terimakasih wuling sekarang mobil Jepun berlimpah fitur,2022-11-22T12:02:03Z,0,0
kiddie,Rush bore up,2022-11-22T12:01:45Z,0,0
Rio Haryadi,10 speed gigi ya,2022-11-22T11:58:01Z,0,0
Niko,Kok bodi sampingnya yg menggelembung jadi mirip Pajero ya...,2022-11-22T11:56:56Z,0,0
Joni Kristianto,"1 ltr 20 km<br>amazing kijang, wow",2022-11-22T11:56:17Z,1,0
aziz nugroho,Bang Fitra tolong jawab kenapa diesel tidak digunakan lagi ? Apa ruginya .? Ada apa dengan diesel?,2022-11-22T11:53:57Z,0,0
Dewi Nurhandayani,Apa kabarnya nanti harga all new fortuner baru? Kalo innova aja tembus 6  rts juta? 😅,2022-11-22T11:51:59Z,0,0
Ilham Firmansjah,Ajib..,2022-11-22T11:51:15Z,1,0
Boy,Jangan2 sebentar lagi Fortuner pun di rubah menjadi penggerak depan juga😁😁,2022-11-22T11:51:14Z,0,0
Febri Maulana,Cepat atau lambat innova tipe ini bakalan jadi mobil idaman,2022-11-22T11:51:14Z,1,0
Adhi KM,"Rasio bensin bisa <a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=1m30s"">1:30</a> gak ya? 🤔🤔",2022-11-22T11:50:42Z,0,0
Mikhael Brilliant,Pak Fitra Eri Selamat Datang mobil innova hybrid Zenix tipe 2.0 G dan 2.0 V salam bang keren,2022-11-22T11:47:13Z,1,0
healing sound,"bismillah dulu, buat mudik tahun depan😂",2022-11-22T11:45:05Z,0,0
jajang s,Harga kijang diesel bekas akan melonjak..,2022-11-22T11:41:42Z,0,0
Two Brother's,"Kenapa ada List garis putih di atas grill depan? , sepintas mirip datsun go pake skotlait",2022-11-22T11:41:30Z,0,0
Raja Otomotif,"Kijang Innova Zenix, tiada duanya 😍",2022-11-22T11:41:05Z,11,0
Luthfi Ahmad Nazhif,Wah si aki udah nge review,2022-11-22T11:39:30Z,0,0
iksan zain,Kok lebih mirip avanza,2022-11-22T11:38:34Z,0,0
Prisma Rahmad,Oke banget mantap Bro 👍👍,2022-11-22T11:38:04Z,0,0
Prasetya Anggara Adhitama,Ganteng banget zenix 😭,2022-11-22T11:37:52Z,1,0
Ikhsan Pratama,Masih cinta sama inova disel,2022-11-22T11:35:20Z,0,0
The golden,Beli aaah...,2022-11-22T11:35:02Z,0,0
mohammad Anies,Enak mana dgn yg diesel om fitra?,2022-11-22T11:33:10Z,0,0
Haris Channel,"Kenapa ya varian inova dari generasi awal sampai yang ini tuh bagus bagus modelnya. Generasi awalpun sampe sekarang saya suka, nah generasi yang ini gile bener cakep banget",2022-11-22T11:30:53Z,2,0
salwa naureen arka,Kemahalan om mobil nya lebih baik pejero..,2022-11-22T11:28:48Z,0,0
A17O,Kijang..Dari mobil sejuta umat jd mobil setengah miliar...,2022-11-22T11:26:35Z,1,0
GF,bagus tdk ada lagi varian diesel... d kota sy hampir tiap hr antrian solar...,2022-11-22T11:25:37Z,0,0
Yunan setiawan Yunan setiawan,brrti ladder frame nya di alihkan k fortuner,2022-11-22T11:23:36Z,0,0
Hasan,"Hal yg selalu reviewers lupa detail kecil adalah mereview lampu lampu dengan detail, entah menghidupkan hazard, lampu low highnya, memperlihatkan letak lampu sein dan kalo hidup seinnya gmn. hal sepele tapi penting banget sir 🙏",2022-11-22T11:21:44Z,3,3
Ahsan fathurrahman,"Di tunggu Roadtrip fitra eri, om mobi dan ridwan hanif dengan inova zenix hybrid kelas tertinggi",2022-11-22T11:19:05Z,0,0
Steve AR,"Pas sudah terancam dengan trend mobil listrik, baru deh mati2an keluarin teknologi buat konsumen",2022-11-22T11:13:30Z,0,0
eric hermawan,Disc brake ny yg skrg gmn nihh..,2022-11-22T11:13:13Z,0,0
Game Online,Fwd aman buat tanjakan extrim kah?,2022-11-22T11:11:03Z,0,0
Anisa Sabrina,"Inimah lebih toyota cocoknya pakai nama brand baru karena udah jauh banget dari karakter kijang yg sangat kuat, mungin toyota sengaja mengambil brand dr kijang supaya penjualanya bisa tinggi seperti pendahulunya ya 😅",2022-11-22T11:08:37Z,0,0
DERRY FAZRIN,Akhirnya hilang sdh feel kebapakan nya 😄,2022-11-22T11:08:01Z,0,0
Angga Saputra,Tetap rebon paling joosss,2022-11-22T11:07:36Z,0,0
Falahthefirst,Ayo klik logo f di samping,2022-11-22T11:04:44Z,0,0
Zaim Syarif,Dari depan sekilas mirip Tiggo 8 Pro,2022-11-22T11:03:19Z,0,0
@sal,Waduh inova yg lama aja lom kebeli.. Nongol lagi aja yg baru... ☺,2022-11-22T11:03:16Z,0,0
Tresna Rental Mobil Kupang,Kami butuh penggerak belakang,2022-11-22T11:00:06Z,0,0
Dodi Handika,Alhamdulillah project 560B akhirnya launching,2022-11-22T10:58:09Z,0,0
Wiwing arfandi,Mntpppp,2022-11-22T10:57:30Z,0,0
Wisnu Pramudita,Lucu lucu liat komentarnya 😅😅 aq diem aja soalnya cuman punya LGX diesel 2003 😄😄 Alhamdulillah 😇🙏🙏,2022-11-22T10:56:29Z,0,0
Abdullah,"Mirip sama Toyota Highlander Hybrid, dgn beberapa ubahan minus turbo<br><br><a href=""https://youtu.be/Lg0JTwOjjNw"">https://youtu.be/Lg0JTwOjjNw</a>",2022-11-22T10:54:11Z,0,0
Dragon line,Kap mesin tidak pakai pegas,2022-11-22T10:52:18Z,0,0
ade aditya,Entah kenapa gw lebih suka yg innova diesel sebelum ini.. asli irit,2022-11-22T10:51:32Z,0,0
Aad Asadi,Toyota berubah krn expander dan wuling.. trima ksh untuk expander/wuling,2022-11-22T10:49:54Z,0,0
REVIEW MAKAN,Innova disel semakin digoreng harganya wkwkw,2022-11-22T10:49:38Z,0,0
Retno Widiastuti,Mudah&quot;an  nnt anak lanang bisa membeli mobil spt ini...Aamiin...,2022-11-22T10:48:52Z,1,0
TAMTAM,Depannya mirip Toyota avanza,2022-11-22T10:45:35Z,0,0
Joko Sakti,Lebih gagah dan sangar yg sekarang sih,2022-11-22T10:44:22Z,0,0
Hana Augustin,Cakep nya.. Tapi ngeri sm harga nya.. Ga sesuai sm harga rumahku 🤣🤣,2022-11-22T10:40:43Z,0,0
Santi Bulu bulu,"Minibus menuju sedan inovasi jadi inova jenix..ga mau sebut kijang ..fitur AC nya kelebihan ga disebutkan, letak ban serep, kurang detil om body nya agak gembung di bagian atas ban belakang aerodinamis benturan angin ke body mobil saat kecepatan high, ban nya versi berapa pelek pentil nya ada apa gaa he..he...",2022-11-22T10:33:54Z,1,0
Juragan Telor,Mantap,2022-11-22T10:33:24Z,0,0
Firman Syafei,"Bantingannya dewasa, istilah baru ini",2022-11-22T10:32:27Z,0,0
QCO,Model nya kalah gagah sama Venturer....🙏🙏🙏,2022-11-22T10:32:10Z,0,0
Haibatullah Akhunzada,Alhamdulillah belum datang di garasi rumah,2022-11-22T10:31:55Z,0,0
afriadi kallera,"Dulunya TRD, <br>Sekarang TTD, Toyota tampilan Datsun 🤪😂",2022-11-22T10:30:54Z,0,1
Santi Bulu bulu,Cocok jadi taksi irit.,2022-11-22T10:28:15Z,0,0
SANDI HAIKAL R.,Entah vibenya jdi kya anak tiri buat desainnya😭 kaya fortuner + rush + veloz,2022-11-22T10:27:36Z,0,0
Doni Marcos,"Dah cukup liat review mas Fitra , gak perlu lagi ke Hilarius 🤣🤣",2022-11-22T10:27:14Z,0,0
Santi Bulu bulu,Tutor dong cara menggunakan hybird seperti om botak gunakan ga cocok jadi botak om paraaaaah luuuu..,2022-11-22T10:26:31Z,1,0
Felic Arum,XL7,2022-11-22T10:26:29Z,0,0
Kantor Administrasi,"nunggu all new fortuner dulu, sepertinya gilirannya hampir tiba",2022-11-22T10:26:14Z,0,0
Santi Bulu bulu,Kalau desain saya transmisi agak ke atas mendekati dasbord tercipta hand rest dan juga tidak ada lekukan dek lagi di depan. RWD akan semakin horor sepertinya.,2022-11-22T10:22:56Z,1,0
kamisato ayato,Mirip all new veloz😄,2022-11-22T10:22:15Z,0,0
Memey Gaming,Lama2 semua mobil di bikin fwd .bayangin aj sepeda roda 3penggerak roda depan dengan sepeda roda 4penggerak roda belakang 😀😀,2022-11-22T10:19:37Z,0,0
Santi Bulu bulu,"Mirip toyota rush lebih enak dilihat kalau si inova ini desain nya kalem bukan versi SUV, karena masuk kaum minibus. Pasti nanti pakai mesin HiACE. Raja nya jalan tol gokil, kenapa karena hanya di jalan tol ada rumput nya he..he..he...",2022-11-22T10:18:33Z,0,0
Santi Bulu bulu,"Om kenapa jadi gundul om, apa mau jadi jejak si gundul versi otomotif he..he...he...buat majalah juga om, ciri khas selalu memakai kemeja tapi jarang pakai kemeja batik om.",2022-11-22T10:16:08Z,1,0
Deck Sotto_Bali,Sepertinya akan  menjadi yg terlaris by soonest..dan review nya sangat.lengkap sekali 👋,2022-11-22T10:15:23Z,1,0
Wahyu JN,"joss keren , bismillah semoga tahun depan bisa beli cash",2022-11-22T10:15:04Z,0,0
Fahru Rawhaf,"Menarique nih mobil, Toyota hebat!",2022-11-22T10:15:03Z,2,0
Santi Bulu bulu,Tidak selamanya Toyota memakai nama inova kijang. Minibus termahal di Indonesia.,2022-11-22T10:13:39Z,1,0
Luthfi Ansyah,Kok jadi mirip kia cerns lawas ya🤣,2022-11-22T10:09:52Z,0,0
Hedi Sudrajat,Kenapa pake kijang lagi ?,2022-11-22T10:05:06Z,0,0
bagus yuliana,semoga ada road trip lagii nehh biasanya kan toyota selalu ngadain road trip untuk trio otomotif inii,2022-11-22T09:59:13Z,3,0
muhammad jaini13,"Kijang sejarah mobil Jepang masuk Indonesia,knp di namakan kijang itu ada kepanjangan nya <br>KIJANG(KERJA SAMA INDONESIA DAN JEPANG)",2022-11-22T09:58:44Z,0,0
irwan efendi,Masih bertahan di mobilio RS 2015..<br>Hhaa.. <br>Kalau pengen ganti ganti panter touring dulu dah.. <br>😀,2022-11-22T09:53:47Z,0,0
kurnia timur,Kayaknya toyota hrs ganti desainer baru deh 😁😁😁,2022-11-22T09:52:44Z,0,0
Mobi Palsu (Mobi KW),cari yang masih RWD😂✌️,2022-11-22T09:52:09Z,0,0
Wawan Sugiantoro,Auto like sucribe.... doakan Aku punya ya All..co mobil impian..,2022-11-22T09:50:55Z,0,0
Rizqy Aminullah,"Evolusi yg jauh, semakin modern dan sangat positif, tapi apakah bisa si hybrid menggantikan sensasi si diesel?? Kita pantau sajaa😅 Yg jelas, kelihatannya dgn tidak adanya diesel di innova baru, maka harga bekas innova diesel akan lumayan terdongkrak, krn peminat diesel masih cukup banyak😅",2022-11-22T09:47:34Z,0,0
agung nwn,Siluet Corolla cross,2022-11-22T09:45:02Z,0,0
Fajar Simanjuntak,Enak nihh epic journey pake ini mobil 🔥🔥,2022-11-22T09:45:00Z,2,0
Agus Sutrisno,Mantap zennix.. calon laris manis.,2022-11-22T09:43:47Z,1,0
Achmad Andi,Setelah Inova semakin penasaran dengan fortuner,2022-11-22T09:42:05Z,0,0
Kulitpari,Kalau di mobil ada kartelnya tidak?,2022-11-22T09:40:38Z,0,0
Nizam Hasibuan,Ditunggu Epic Journey nya bersama om Mobi dan mas Ridwan,2022-11-22T09:40:00Z,1,0
ersa GamingYT,yang masih cari penggerak roda belakang.siap2 ganti ke merk china,2022-11-22T09:39:47Z,0,0
ngerti saham,Sekilas seperti land cruiser,2022-11-22T09:36:15Z,0,0
Spot Tube Indonesia,Pilar D nya mirip Rush.,2022-11-22T09:35:29Z,0,0
Ade Amrillah,Baterai nya kl masih baru masih oke..<br>Tapi setelah 10 tahun akan timbul masalah baterinya.. <br><br>Sepertinya tipe non hybrid jangka panjang masih lebih value for money,2022-11-22T09:33:37Z,0,0
singgih abadi,"Tetep setia dengan reborn diesel type Q om fit, dan takan pernah terganti",2022-11-22T09:32:53Z,1,0
ahmad halimi,hmmmm kijang... monokoq,2022-11-22T09:32:18Z,0,0
GadoGado - Video,Mirip harrier,2022-11-22T09:32:15Z,0,0
Asep Jerman,Bisa diisi pertalite ga om Fitra?,2022-11-22T09:29:28Z,0,0
saverotd,Beli veloz dan beli emblem kijang sudah jadi 😂,2022-11-22T09:28:27Z,0,0
Rahman Shole,Bismillah…🤲🏻,2022-11-22T09:27:40Z,0,0
Dic,Toyota minta om fitra yg review pasti laris msnis.,2022-11-22T09:26:16Z,0,0
Ahmad Nur Izza,3 in trending 🔥,2022-11-22T09:26:11Z,0,0
Febrian Rahayu,Paling suka om fitra eri yg review di oto driver,2022-11-22T09:25:09Z,1,0
Gunawan Syirod,Saran om fitra jika adzan berhenti dulu sejenak🙏,2022-11-22T09:20:58Z,0,0
Ray King,Akhirnya toyota udah mulai make mesin atkinson yang jauh lebih efisien secara tenaga dan konsumsi bahan bakarnya.,2022-11-22T09:18:09Z,1,0
Meong mie,Udah gak bisa cumi² lagi deh 🥲,2022-11-22T09:15:05Z,0,0
Nero G,Inova kok bensin 😅,2022-11-22T09:12:26Z,0,0
Studio Hasna 2012,mantaap tp masih asik si kapsul ...,2022-11-22T09:10:42Z,0,0
Muhammad Saman082,Penggerak depan toh...,2022-11-22T09:10:39Z,0,0
Ntuy Cimoon,tinggal test nanjak dgn full penumpang,2022-11-22T09:10:04Z,0,0
video waton,Kenapa kalau bahasmobil baterai gak pernah nyebutih harga kalau ganti baterai habis berapa... Itu di chanel manapun gak pernah di bahas,2022-11-22T09:09:53Z,0,0
Bronx,Sayang mobil compact tp velg dan ban terlalu kecil terlihat kosong,2022-11-22T09:07:33Z,0,0
